year,ln_ly,age,id1968,pernum,wgt,stato,unid,MH6,div,mar,_merge,wtmedian
1976,-.40645099,20,2397,3,30,Massachussets,0,1954,0,1,matched (3),-.33038867
1969,.13964796,20,5437,172,0,California,0,1944,0,1,matched (3),-.33038867
1980,,20,5439,178,0,California,1,1953,0,1,matched (3),-.33038867
1974,-.23039341,20,5655,2,1.4,Missisippi,0,1950,0,1,matched (3),-.33038867
1975,-1.4424534,20,6784,4,2.8,California,1,1953,0,1,matched (3),-.33038867
1968,.17703843,20,6694,1,2,California,0,1943,0,1,matched (3),-.33038867
1974,,20,18,4,29.4,California,1,1953,0,1,matched (3),-.33038867
1976,-.5956465,20,2339,3,29.4,California,1,1953,0,1,matched (3),-.33038867
1972,-.12483454,20,5146,170,0,Texas,1,1950,0,1,matched (3),-.33038867
1977,-.82230318,20,1880,4,27.7,Missisippi,0,1952,0,1,matched (3),-.33038867
1975,-.26787162,20,6779,171,0,California,1,1950,0,1,matched (3),-.33038867
1974,-.81231582,20,312,3,34.4,California,1,1951,0,1,matched (3),-.33038867
1975,-1.0979772,20,6846,5,3.1,California,1,1953,0,1,matched (3),-.33038867
1973,-.076124191,20,2327,170,0,Missisippi,0,1945,0,1,matched (3),-.33038867
1971,,20,2273,3,27.4,Washington staten,0,1951,0,1,matched (3),-.33038867
1983,.95042586,20,1542,172,0,Texas,1,1951,0,1,matched (3),-.33038867
1969,-.27910423,20,1270,1,23.8,North Calorina,0,1945,1,0,matched (3),-.33038867
1970,-.87650621,20,916,21,25.1,California,1,1948,0,1,matched (3),-.33038867
1973,,20,2432,170,0,Arizona,1,1953,0,1,matched (3),-.33038867
1974,.21971869,20,916,21,30.7,California,1,1948,1,0,matched (3),-.33038867
1974,,20,1051,4,34.4,California,1,1951,0,1,matched (3),-.33038867
1968,-.44061065,20,6467,1,10,North Calorina,0,1947,0,1,matched (3),-.33038867
1974,-.32187843,20,5543,170,0,Louisiana,0,1953,0,1,matched (3),-.33038867
1970,.15154481,20,5425,170,0,Washington staten,0,1947,0,1,matched (3),-.33038867
1972,,20,6178,3,1,Texas,1,1952,0,1,matched (3),-.33038867
1972,,20,1328,4,32,California,1,1951,0,1,matched (3),-.33038867
1970,,20,6768,1,14.3,Louisiana,0,1947,0,1,matched (3),-.33038867
1976,.052196264,20,1184,6,33.3,Massachussets,0,1954,0,1,matched (3),-.33038867
1975,-.53631163,20,644,21,9.1,Missisippi,0,1946,0,1,matched (3),-.33038867
1972,.44650364,20,6779,171,0,California,1,1950,0,1,matched (3),-.33038867
1972,,20,6577,4,2.9,Louisiana,0,1951,0,1,matched (3),-.33038867
1972,,20,2481,1,18.4,Texas,1,1947,0,2,matched (3),-.33038867
1969,,20,1131,1,18.4,Texas,0,1947,0,1,matched (3),-.33038867
1975,-.66238654,20,5812,21,4.6,North Calorina,0,1946,0,1,matched (3),-.33038867
1974,-.011531353,20,1438,22,33.5,California,1,1949,0,1,matched (3),-.33038867
1975,.2868731,20,1911,4,28.3,North Calorina,0,1953,0,1,matched (3),-.33038867
1968,-.15559173,20,5424,1,1.5,California,0,1943,0,1,matched (3),-.33038867
1972,,20,1394,21,21.7,North Calorina,0,1949,0,1,matched (3),-.33038867
1972,-1.0369929,20,6572,171,0,Louisiana,0,1948,0,1,matched (3),-.33038867
1974,.15288305,20,2611,3,36.3,California,1,1952,0,1,matched (3),-.33038867
1983,,20,6801,8,3.9,Louisiana,0,1953,0,1,matched (3),-.33038867
1972,,20,1369,170,0,California,1,1949,0,1,matched (3),-.33038867
1980,-1.187928,20,2339,2,34.2,California,1,1952,0,1,matched (3),-.33038867
1970,,20,221,1,25.7,Texas,1,1947,0,1,matched (3),-.33038867
1982,,20,6801,8,3.9,Louisiana,0,1953,0,1,matched (3),-.33038867
1971,,20,6847,1,2.9,California,1,1949,1,0,matched (3),-.33038867
1979,-.66903186,20,5741,170,0,Texas,1,1946,0,1,matched (3),-.33038867
1974,-.5359031,20,18,5,32,California,1,1952,0,1,matched (3),-.33038867
1969,,20,6768,1,14.3,Missisippi,0,1947,0,1,matched (3),-.33038867
1973,,20,409,171,0,Texas,1,1951,0,1,matched (3),-.33038867
1975,.071591139,20,1302,170,0,Texas,1,1951,0,1,matched (3),-.33038867
1972,-.16502643,20,2500,171,0,Arizona,0,1950,0,1,matched (3),-.33038867
1972,-.93723631,20,2861,2,23.8,North Calorina,0,1949,0,1,matched (3),-.33038867
1974,,20,6793,21,4,Louisiana,0,1948,0,1,matched (3),-.33038867
1975,-1.033774,20,2898,4,29.1,Texas,1,1951,0,1,matched (3),-.33038867
1972,.15822959,20,2615,22,28.1,Washington staten,0,1946,0,1,matched (3),-.33038867
1973,-.1735549,20,2845,171,0,California,1,1948,0,1,matched (3),-.33038867
1972,-.26350713,20,5464,4,3.2,Missisippi,0,1949,0,1,matched (3),-.33038867
1973,,20,5812,5,3.5,North Calorina,0,1952,0,1,matched (3),-.33038867
1978,.12101221,20,5518,3,16.4,California,1,1954,0,1,matched (3),-.33038867
1969,,20,1130,1,18.4,Texas,0,1948,0,1,matched (3),-.33038867
1972,-.40041614,20,2224,5,25.7,California,1,1951,0,1,matched (3),-.33038867
1968,.073357105,20,1939,1,22.5,California,0,1941,0,1,matched (3),-.33038867
1974,-.58352077,20,5569,170,0,North Calorina,0,1950,0,1,matched (3),-.33038867
1975,-.68331766,20,5971,21,21.7,Texas,1,1948,0,1,matched (3),-.33038867
1973,-.53062057,20,5516,171,0,Massachussets,0,1949,0,1,matched (3),-.33038867
1977,-.58922803,20,2845,5,29.4,California,1,1954,0,1,matched (3),-.33038867
1968,,20,2272,1,1,Texas,0,1947,0,1,matched (3),-.33038867
1969,-.40790153,20,5100,1,2.3,California,0,1944,0,1,matched (3),-.33038867
1981,,20,6133,170,0,California,1,1950,0,1,matched (3),-.33038867
1974,,20,2831,3,7.3,Missisippi,0,1953,0,1,matched (3),-.33038867
1969,-.53192627,20,5534,1,3.8,North Calorina,0,1944,0,0,matched (3),-.33038867
1972,-.1266737,20,1184,5,33.7,Massachussets,0,1950,0,1,matched (3),-.33038867
1978,-.6111697,20,5741,170,0,Texas,1,1946,0,1,matched (3),-.33038867
1975,-.21147346,20,5366,7,4.3,North Calorina,0,1952,0,1,matched (3),-.33038867
1969,,20,5693,3,1.7,Louisiana,0,1948,0,0,matched (3),-.33038867
1977,-1.3297042,20,1129,170,0,North Calorina,0,1952,0,1,matched (3),-.33038867
1972,-.24408913,20,2893,170,0,California,1,1950,0,1,matched (3),-.33038867
1973,-.48585367,20,2608,3,28.1,California,1,1950,0,1,matched (3),-.33038867
1974,-.25076485,20,5290,21,4.6,North Calorina,0,1948,0,1,matched (3),-.33038867
1968,-.46988106,20,455,1,22,North Calorina,0,1944,0,1,matched (3),-.33038867
1974,-.29766417,21,1750,1,33.3,Massachussets,0,1941,0,1,matched (3),-.26309276
1970,-.13679147,21,2272,1,1.1,Texas,1,1947,0,1,matched (3),-.26309276
1981,-.13124466,21,6233,170,0,Texas,1,1954,0,1,matched (3),-.26309276
1973,-.095257759,21,1810,172,0,California,1,1949,0,1,matched (3),-.26309276
1971,,21,1290,21,27.4,California,1,1947,0,1,matched (3),-.26309276
1970,-.089506149,21,519,1,18.4,Missisippi,0,1944,0,1,matched (3),-.26309276
1981,,21,5439,178,0,California,1,1953,0,1,matched (3),-.26309276
1971,-.42546654,21,23,170,0,California,1,1947,0,1,matched (3),-.26309276
1974,-.05040288,21,1184,5,41.2,Massachussets,0,1950,0,1,matched (3),-.26309276
1975,-.78974724,21,5798,170,0,California,1,1953,0,1,matched (3),-.26309276
1976,-1.0262364,21,6574,171,0,Louisiana,0,1952,0,1,matched (3),-.26309276
1972,-.14239836,21,1638,170,0,California,1,1950,0,1,matched (3),-.26309276
1971,-.37454629,21,5425,170,0,Washington staten,0,1947,0,1,matched (3),-.26309276
1968,-.046658039,21,1657,1,22,North Calorina,0,1942,0,1,matched (3),-.26309276
1977,-.097021341,21,6802,3,4,Louisiana,0,1951,0,1,matched (3),-.26309276
1973,.49400902,21,5810,170,0,California,1,1950,0,1,matched (3),-.26309276
1975,,21,563,21,23.7,Texas,1,1954,0,1,matched (3),-.26309276
1971,.29879832,21,2028,1,27.4,California,1,1945,0,1,matched (3),-.26309276
1979,.3583014,21,1692,4,62.3,Arizona,1,1948,0,1,matched (3),-.26309276
1970,.28895855,21,1501,1,32.2,California,1,1945,0,1,matched (3),-.26309276
1980,.22593522,21,5802,170,0,Texas,1,1941,0,0,matched (3),-.26309276
1970,-1.3782327,21,2599,170,0,California,1,1947,0,1,matched (3),-.26309276
1970,-.69084573,21,6467,1,11.4,North Calorina,0,1947,0,1,matched (3),-.26309276
1977,.35820532,21,1918,170,0,California,1,1951,0,1,matched (3),-.26309276
1969,-.48912704,21,2272,1,1.1,Texas,0,1947,0,1,matched (3),-.26309276
1973,,21,1328,4,32,California,1,1951,0,1,matched (3),-.26309276
1980,-.98830843,21,2786,170,0,North Calorina,0,1950,0,1,matched (3),-.26309276
1975,-.23970079,21,5655,2,1.4,Missisippi,0,1950,0,1,matched (3),-.26309276
1969,.20668316,21,6694,1,2.3,California,0,1943,0,1,matched (3),-.26309276
1978,-.049042702,21,5303,170,0,Missisippi,0,1950,0,1,matched (3),-.26309276
1982,-.78550947,21,6133,170,0,California,1,1950,0,1,matched (3),-.26309276
1975,-.1260643,21,312,3,34.4,California,1,1951,0,1,matched (3),-.26309276
1975,-.53481793,21,6572,3,5.3,Louisiana,0,1949,1,0,matched (3),-.26309276
1976,,21,840,5,3.4,North Calorina,0,1953,0,1,matched (3),-.26309276
1976,,21,5315,171,0,North Calorina,0,1954,0,1,matched (3),-.26309276
1975,,21,5693,3,2.1,Louisiana,0,1948,0,0,matched (3),-.26309276
1976,-1.3459325,21,1919,3,30,Massachussets,0,1954,0,1,matched (3),-.26309276
1982,,21,6411,4,1.3,Texas,1,1954,0,0,matched (3),-.26309276
1977,-.067462444,21,2397,3,30,Massachussets,0,1954,0,1,matched (3),-.26309276
1975,,21,1051,4,34.4,California,1,1951,0,1,matched (3),-.26309276
1976,-.18569517,21,563,21,23.7,Texas,1,1954,0,1,matched (3),-.26309276
1968,-1.3160795,21,6578,1,2.5,Louisiana,0,1940,0,1,matched (3),-.26309276
1976,-.69192529,21,5095,3,16.4,California,1,1954,0,1,matched (3),-.26309276
1976,-.025095463,21,2615,6,34.4,Washington staten,1,1951,0,1,matched (3),-.26309276
1975,.09637785,21,5938,2,2.5,California,1,1952,0,1,matched (3),-.26309276
1973,-.22578239,21,759,3,33.7,Massachussets,0,1950,0,1,matched (3),-.26309276
1976,-.2544682,21,5366,7,4.3,North Calorina,0,1952,0,1,matched (3),-.26309276
1973,,21,641,3,25.1,Missisippi,0,1952,0,1,matched (3),-.26309276
1976,-.39327407,21,5463,4,3.4,Missisippi,0,1953,0,1,matched (3),-.26309276
1969,,21,2481,1,18.4,Texas,0,1947,0,2,matched (3),-.26309276
1972,-.12840486,21,608,21,27.4,California,1,1948,0,1,matched (3),-.26309276
1978,.025583744,21,5458,4,1.1,Missisippi,0,1954,0,1,matched (3),-.26309276
1969,-.64602852,21,6467,1,11.4,North Calorina,0,1947,0,1,matched (3),-.26309276
1979,-.57791567,21,6481,2,19.2,California,1,1949,0,1,matched (3),-.26309276
1977,,21,2004,3,33.5,California,1,1950,0,1,matched (3),-.26309276
1968,-.21267867,21,2479,1,22,Texas,0,1943,0,1,matched (3),-.26309276
1972,-.66743934,21,5170,3,3.8,North Calorina,0,1949,0,1,matched (3),-.26309276
1968,-.74871039,21,1742,1,22.5,Texas,0,1946,0,1,matched (3),-.26309276
1975,.090376854,21,1438,22,33.5,California,1,1949,1,0,matched (3),-.26309276
1973,,21,2481,1,18.4,Texas,1,1947,0,2,matched (3),-.26309276
1978,-.20849156,21,5366,173,0,North Calorina,0,1954,0,1,matched (3),-.26309276
1973,,21,1369,170,0,California,1,1949,0,1,matched (3),-.26309276
1970,-.021049976,21,5100,1,2.3,California,1,1944,0,1,matched (3),-.26309276
1984,.13697243,21,1542,172,0,Texas,1,1951,0,1,matched (3),-.26309276
1977,-.17282295,21,6562,2,5.6,Louisiana,0,1952,0,1,matched (3),-.26309276
1975,,21,6867,3,1.4,Texas,1,1951,0,1,matched (3),-.26309276
1979,.45252085,21,6798,6,4.6,Louisiana,0,1952,0,1,matched (3),-.26309276
1975,-.27653074,21,5175,172,0,North Calorina,0,1952,0,1,matched (3),-.26309276
1979,.47129083,21,2816,3,29,California,1,1954,0,1,matched (3),-.26309276
1975,,21,6793,21,4,Louisiana,0,1948,0,1,matched (3),-.26309276
1976,-.55579305,21,2898,4,29.1,Texas,1,1951,0,1,matched (3),-.26309276
1969,.13913727,21,1184,3,33.7,Massachussets,0,1941,0,1,matched (3),-.26309276
1977,,21,2615,176,0,Washington staten,1,1953,0,1,matched (3),-.26309276
1978,-.48560452,21,5959,176,0,North Calorina,0,1953,0,1,matched (3),-.26309276
1973,.10841131,21,1823,3,25.1,North Calorina,0,1944,0,1,matched (3),-.26309276
1978,-.65811253,21,5172,2,11.3,North Calorina,0,1954,0,1,matched (3),-.26309276
1968,-.69192517,21,979,1,17,North Calorina,0,1947,0,1,matched (3),-.26309276
1983,-.96673489,21,5077,171,0,Massachussets,0,1954,0,1,matched (3),-.26309276
1968,.22881985,21,838,1,22,North Calorina,0,1944,0,1,matched (3),-.26309276
1971,-.086864233,21,5095,21,16.6,California,1,1949,0,1,matched (3),-.26309276
1978,-.80121326,21,1911,172,0,North Calorina,0,1952,0,1,matched (3),-.26309276
1976,-.087200165,21,287,5,27.1,California,1,1954,0,1,matched (3),-.26309276
1978,,21,6577,174,0,Louisiana,0,1953,0,1,matched (3),-.26309276
1974,-.42072415,21,2845,171,0,California,1,1948,0,1,matched (3),-.26309276
1977,.1949017,21,2191,170,0,North Calorina,0,1954,0,1,matched (3),-.26309276
1968,,21,5214,1,3.5,California,0,1946,0,1,matched (3),-.26309276
1976,-.58931577,21,6846,5,3.1,California,1,1953,0,1,matched (3),-.26309276
1975,-.78275156,21,5536,3,1.2,Missisippi,0,1952,0,1,matched (3),-.26309276
1978,-.045276642,21,1813,170,0,California,1,1954,0,1,matched (3),-.26309276
1977,-.81336021,21,5884,170,0,North Calorina,0,1952,0,1,matched (3),-.26309276
1976,-.50537658,21,644,21,9.1,Missisippi,0,1946,0,1,matched (3),-.26309276
1975,-.33671451,21,556,170,0,Texas,1,1952,0,1,matched (3),-.26309276
1978,,21,297,3,34.4,California,1,1950,0,1,matched (3),-.26309276
1977,-.41003847,21,423,4,20.9,North Calorina,0,1952,0,1,matched (3),-.26309276
1970,.11729956,21,5841,21,2.3,California,1,1946,0,1,matched (3),-.26309276
1978,,21,2004,3,33.5,California,1,1950,0,1,matched (3),-.26309276
1975,-.16258359,21,2608,171,0,California,1,1948,0,1,matched (3),-.26309276
1977,-.32623315,21,6004,171,0,California,1,1953,0,1,matched (3),-.26309276
1981,,21,6389,3,20.7,Arizona,1,1947,0,1,matched (3),-.26309276
1971,,21,221,1,25.7,Texas,1,1947,0,1,matched (3),-.26309276
1976,-.57674849,21,1533,171,0,Washington staten,1,1949,0,1,matched (3),-.26309276
1970,,21,2734,21,25.7,California,1,1945,0,1,matched (3),-.26309276
1973,,21,6577,4,2.9,Louisiana,0,1951,0,1,matched (3),-.26309276
1970,-.48386025,21,5459,1,1.1,Missisippi,0,1943,0,1,matched (3),-.26309276
1976,.12246561,21,1817,170,0,California,1,1954,0,1,matched (3),-.26309276
1975,.59270835,21,916,21,30.7,California,1,1948,1,0,matched (3),-.26309276
1974,-.53042328,21,6572,3,5.3,Louisiana,0,1949,1,0,matched (3),-.26309276
1968,-.075738907,21,6518,1,12,California,0,1945,0,1,matched (3),-.26309276
1973,-.35435772,21,5543,4,15.4,Louisiana,0,1952,0,0,matched (3),-.26309276
1969,-.68940473,21,899,170,0,Texas,0,1944,0,1,matched (3),-.26309276
1975,-.26309276,21,6004,170,0,California,1,1951,0,1,matched (3),-.26309276
1978,-.093854666,21,5148,2,1.4,Texas,1,1951,0,1,matched (3),-.26309276
1974,,21,2734,21,31.4,California,1,1945,0,1,matched (3),-.26309276
1970,.10135269,21,2028,1,27.4,California,1,1945,0,1,matched (3),-.26309276
1977,,21,6110,5,1.2,Missisippi,0,1953,0,1,matched (3),-.26309276
1969,.014311314,21,5127,1,1.1,Texas,0,1943,0,1,matched (3),-.26309276
1974,-.31738186,21,6569,21,5.6,Louisiana,0,1947,0,1,matched (3),-.26309276
1976,.22987747,21,5366,3,4.6,North Calorina,0,1948,0,1,matched (3),-.26309276
1977,-.6064589,21,2339,3,29.4,California,1,1953,1,0,matched (3),-.26309276
1972,,21,5302,3,1.1,Missisippi,0,1951,0,1,matched (3),-.26309276
1969,-.049746275,21,5806,1,14.9,Washington staten,0,1947,0,1,matched (3),-.26309276
1974,,21,5570,171,0,North Calorina,0,1951,0,1,matched (3),-.26309276
1973,.15865541,21,2615,22,28.1,Washington staten,1,1946,0,1,matched (3),-.26309276
1973,,21,1394,21,21.7,North Calorina,0,1949,0,1,matched (3),-.26309276
1973,,21,6178,3,1,Texas,1,1952,0,1,matched (3),-.26309276
1968,-.53427517,21,1824,1,17,Texas,0,1945,0,1,matched (3),-.26309276
1975,-.63049579,21,2860,170,0,North Calorina,0,1950,0,1,matched (3),-.26309276
1974,,21,6574,3,4.9,Louisiana,0,1953,0,1,matched (3),-.26309276
1974,-.44185328,21,5814,170,0,North Calorina,0,1948,0,1,matched (3),-.26309276
1973,.095546246,21,5146,170,0,Texas,1,1950,0,1,matched (3),-.26309276
1970,-.20533776,21,5833,170,0,Missisippi,0,1947,0,1,matched (3),-.26309276
1970,-.62553763,21,5534,1,3.8,North Calorina,0,1944,0,0,matched (3),-.26309276
1973,-.30260658,21,722,3,28.1,California,1,1950,0,1,matched (3),-.26309276
1975,-.1047399,21,1817,170,0,California,1,1954,0,1,matched (3),-.26309276
1974,-.36316657,21,6815,3,4.9,Massachussets,0,1953,0,1,matched (3),-.26309276
1975,-.45537758,21,1533,171,0,Washington staten,1,1949,0,1,matched (3),-.26309276
1976,-.72881222,21,5971,21,21.7,Texas,1,1948,0,1,matched (3),-.26309276
1985,.47138429,21,1663,174,0,Idaho,1,1949,0,1,matched (3),-.26309276
1973,.25881076,21,2224,5,25.7,California,1,1951,0,1,matched (3),-.26309276
1975,-.17689991,21,5796,170,0,Arizona,1,1946,0,1,matched (3),-.26309276
1978,-.59241486,21,5434,170,0,Texas,1,1946,0,1,matched (3),-.26309276
1973,,21,6390,1,12.6,Arizona,1,1949,0,0,matched (3),-.26309276
1975,-.8539207,21,18,5,32,Nevada,1,1952,0,1,matched (3),-.26309276
1968,-.42366123,21,5923,1,2,California,0,1945,0,1,matched (3),-.26309276
1975,.33402538,21,2539,170,0,Massachussets,0,1947,0,1,matched (3),-.26309276
1976,,21,6867,3,1.4,Texas,1,1951,0,1,matched (3),-.26309276
1972,,21,2273,3,27.4,Washington staten,0,1951,0,1,matched (3),-.26309276
1978,-.83895361,21,6569,173,0,Louisiana,0,1953,0,1,matched (3),-.26309276
1975,-.4789201,21,5526,170,0,Texas,1,1951,0,1,matched (3),-.26309276
1976,,21,5449,2,4.6,North Calorina,0,1951,0,1,matched (3),-.26309276
1969,-.042777538,21,5424,1,1.7,California,0,1943,0,1,matched (3),-.26309276
1975,-.17516232,21,5233,170,0,Arizona,1,1951,0,1,matched (3),-.26309276
1976,-.2984364,21,490,3,27,North Calorina,0,1952,0,1,matched (3),-.26309276
1978,-1.391845,21,1129,170,0,North Calorina,0,1952,0,1,matched (3),-.26309276
1981,-.22066522,21,5475,171,0,Texas,1,1954,0,1,matched (3),-.26309276
1975,-.66496861,21,5959,170,0,North Calorina,0,1948,0,1,matched (3),-.26309276
1975,.1724,21,6389,5,15.4,Arizona,1,1951,0,1,matched (3),-.26309276
1976,,21,6784,4,2.8,California,1,1953,1,0,matched (3),-.26309276
1968,-1.2257131,21,5686,1,3.5,California,0,1946,0,1,matched (3),-.26309276
1976,.30519271,21,1911,4,28.3,North Calorina,0,1953,0,1,matched (3),-.26309276
1971,-.32997704,21,5366,3,3.8,North Calorina,0,1948,0,1,matched (3),-.26309276
1970,.41439271,21,5437,172,0,California,1,1944,0,1,matched (3),-.26309276
1970,-.32312083,21,1401,3,27.4,Washington staten,0,1946,0,1,matched (3),-.26309276
1974,-.76289451,21,2327,170,0,Missisippi,0,1945,0,1,matched (3),-.26309276
1978,-.3365593,21,423,4,20.9,North Calorina,0,1952,0,1,matched (3),-.26309276
1976,,21,5228,3,2.3,California,1,1953,0,1,matched (3),-.26309276
1969,,21,5480,1,20.7,California,0,1944,0,1,matched (3),-.26309276
1976,-.88521338,21,5182,171,0,Missisippi,0,1951,0,1,matched (3),-.26309276
1968,.36160755,21,6662,1,14.5,Texas,0,1944,0,1,matched (3),-.26309276
1975,.14349055,21,631,170,0,Washington staten,1,1949,0,1,matched (3),-.26309276
1972,.33849049,21,23,170,0,California,1,1947,0,1,matched (3),-.26309276
1971,,21,5834,5,1.1,Missisippi,0,1949,0,1,matched (3),-.26309276
1970,-.35437346,21,455,1,23.8,North Calorina,0,1944,0,1,matched (3),-.26309276
1969,-.3772645,21,455,1,23.8,North Calorina,0,1944,0,1,matched (3),-.26309276
1975,-.50206518,21,5836,4,4,Missisippi,0,1952,0,1,matched (3),-.26309276
1975,-.47920978,21,2611,171,0,California,1,1952,0,1,matched (3),-.26309276
1976,-.51105714,21,2436,3,29.5,Texas,1,1953,0,1,matched (3),-.26309276
1974,.34141564,21,2608,3,34.4,California,1,1950,0,1,matched (3),-.26309276
1975,.03773284,21,5880,3,15.4,Arizona,1,1946,0,1,matched (3),-.26309276
1977,,21,6867,3,1.4,Texas,1,1951,0,1,matched (3),-.26309276
1984,-.43419909,21,6051,2,4.8,California,1,1952,0,1,matched (3),-.26309276
1969,,21,2048,1,18.4,Texas,0,1947,0,1,matched (3),-.26309276
1968,-.5867933,21,899,1,17.5,Texas,0,1943,0,1,matched (3),-.26309276
1976,-.21714354,21,5292,8,4,North Calorina,0,1953,0,1,matched (3),-.26309276
1973,,21,1459,4,26.1,Washington staten,1,1952,0,1,matched (3),-.26309276
1975,.11961746,21,2611,3,36.3,California,1,1952,0,1,matched (3),-.26309276
1973,-.38049316,21,5178,170,0,Missisippi,0,1949,0,1,matched (3),-.26309276
1970,,21,633,21,25.7,Massachussets,0,1947,0,1,matched (3),-.26309276
1975,-.64297056,21,5619,170,0,Missisippi,0,1952,0,1,matched (3),-.26309276
1976,.078513622,21,1302,170,0,Texas,1,1951,0,1,matched (3),-.26309276
1977,.38189673,21,5292,8,4,North Calorina,0,1953,0,1,matched (3),-.26309276
1977,,21,6107,3,1.1,Missisippi,0,1954,0,1,matched (3),-.26309276
1968,,21,5809,1,2,California,0,1946,0,1,matched (3),-.26309276
1969,-.11279559,21,1939,1,25.7,California,0,1941,0,1,matched (3),-.26309276
1977,-.45990789,21,6232,5,1.2,Texas,1,1952,0,1,matched (3),-.26309276
1974,-.29364824,21,5452,172,0,North Calorina,0,1949,0,1,matched (3),-.26309276
1968,-1.3354975,21,6832,1,2.5,California,0,1943,0,1,matched (3),-.26309276
1976,-.091108561,21,5876,2,1.4,Texas,1,1951,0,1,matched (3),-.26309276
1974,-.53618288,21,419,170,0,North Calorina,0,1947,0,1,matched (3),-.26309276
